[L02BA01, tamoxifen, The excretion of Silodosin can be decreased when combined with Tamoxifen.]
[C07AA16, tertatolol, Tertatolol may increase the orthostatic hypotensive activities of Silodosin.]
[S01GA02, tetrahydrozoline, The therapeutic efficacy of Tetryzoline can be decreased when used in combination with Silodosin.]
[C09AA02, enalapril, The risk or severity of orthostatic hypotension and dizziness can be increased when Enalapril is combined with Silodosin.]
[G01AF08, tioconazole, The metabolism of Silodosin can be decreased when combined with Tioconazole.]
[L02BA02, toremifene, The excretion of Silodosin can be decreased when combined with Toremifene.]
[C03CA04, torsemide, The risk or severity of orthostatic hypotension and dizziness can be increased when Torasemide is combined with Silodosin.]
[C09AA10, trandolapril, The risk or severity of orthostatic hypotension and dizziness can be increased when Trandolapril is combined with Silodosin.]
[R03CC11, tulobuterol, The therapeutic efficacy of Tulobuterol can be decreased when used in combination with Silodosin.]
[C02CA06, urapidil, The risk or severity of orthostatic hypotension and dizziness can be increased when Urapidil is combined with Silodosin.]
[S01FB02, ephedrine, The therapeutic efficacy of Ephedrine can be decreased when used in combination with Silodosin.]
[C01CX07, xamoterol, The therapeutic efficacy of Xamoterol can be decreased when used in combination with Silodosin.]
[S01GA03, xylometazoline, The therapeutic efficacy of Xylometazoline can be decreased when used in combination with Silodosin.]
[C08CA12, mepirodipine, The metabolism of Silodosin can be decreased when combined with Barnidipine.]
[S01EA01, epinephrine, The therapeutic efficacy of Epinephrine can be decreased when used in combination with Silodosin.]
[C09AA15, zofenopril, The risk or severity of orthostatic hypotension and dizziness can be increased when Zofenopril is combined with Silodosin.]
[N03AX15, zonisamide, The excretion of Silodosin can be decreased when combined with Zonisamide.]
[C02AC02, guanfacine, The risk or severity of orthostatic hypotension and dizziness can be increased when Guanfacine is combined with Silodosin.]
[G02AB03, ergonovine, The therapeutic efficacy of Ergometrine can be decreased when used in combination with Silodosin.]
[N02CA02, ergotamine, The metabolism of Silodosin can be decreased when combined with Ergotamine.]
[S01AA17, erythromycin, The excretion of Silodosin can be decreased when combined with Erythromycin.]
[C01CA15, gepefrine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Gepefrine.]
[N03AD01, ethosuximide, The risk or severity of hypotension can be increased when Silodosin is combined with Ethosuximide.]
[C01CA01, etilefrine, The therapeutic efficacy of Etilefrine can be decreased when used in combination with Silodosin.]
[N01AX07, etomidate, The therapeutic efficacy of Etomidate can be decreased when used in combination with Silodosin.]
[L01CB01, etoposide, The serum concentration of Etoposide can be increased when it is combined with Silodosin.]
[L04AD02, tacrolimus, The excretion of Silodosin can be decreased when combined with Tacrolimus.]
[R06AX12, terfenadine, The metabolism of Silodosin can be decreased when combined with Terfenadine.]
[N06AB08, fluvoxamine, The metabolism of Silodosin can be decreased when combined with Fluvoxamine.]
[C10AA03, pravastatin, The serum concentration of Silodosin can be increased when it is combined with Pravastatin.]
[A05AA01, chenodeoxycholic acid, The metabolism of Silodosin can be decreased when combined with Chenodeoxycholic acid.]
[C08CA02, felodipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Felodipine is combined with Silodosin.]
[C08EA01, fendiline, The risk or severity of hypotension can be increased when Silodosin is combined with Fendiline.]
[R03CC04, fenoterol, The therapeutic efficacy of Fenoterol can be decreased when used in combination with Silodosin.]
[R03CC02, albuterol, The therapeutic efficacy of Salbutamol can be decreased when used in combination with Silodosin.]
[J02AC01, fluconazole, The excretion of Silodosin can be decreased when combined with Fluconazole.]
[N07CA03, flunarizine, The risk or severity of hypotension can be increased when Silodosin is combined with Flunarizine.]
[N05CD03, flunitrazepam, The metabolism of Silodosin can be decreased when combined with Flunitrazepam.]
[N05AF01, flupenthixol, Flupentixol may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[N05AG01, fluspirilene, The risk or severity of hypotension can be increased when Silodosin is combined with Fluspirilene.]
[N06BX17, adrafinil, The therapeutic efficacy of Adrafinil can be decreased when used in combination with Silodosin.]
[J05AE10, darunavir, The metabolism of Silodosin can be decreased when combined with Darunavir.]
[C03CA01, furosemide, The risk or severity of orthostatic hypotension and dizziness can be increased when Furosemide is combined with Silodosin.]
[C08DA02, gallopamil, The risk or severity of hypotension can be increased when Silodosin is combined with Gallopamil.]
[L01EA02, dasatinib, The serum concentration of Dasatinib can be increased when it is combined with Silodosin.]
[N04BC06, cabergoline, The serum concentration of Cabergoline can be increased when it is combined with Silodosin.]
[N03AD03, methsuximide, The risk or severity of hypotension can be increased when Silodosin is combined with Methsuximide.]
[L01EH01, lapatinib, The excretion of Silodosin can be decreased when combined with Lapatinib.]
[N05CM18, dexmedetomidine, The therapeutic efficacy of Dexmedetomidine can be decreased when used in combination with Silodosin.]
[C05AE01, nitroglycerin, The risk or severity of orthostatic hypotension and dizziness can be increased when Nitroglycerin is combined with Silodosin.]
[C02CA04, doxazosin, The risk or severity of orthostatic hypotension and dizziness can be increased when Doxazosin is combined with Silodosin.]
[L01EX02, sorafenib, The excretion of Silodosin can be decreased when combined with Sorafenib.]
[C07AB09, esmolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Esmolol is combined with Silodosin.]
[C09AA09, fosinopril, The risk or severity of orthostatic hypotension and dizziness can be increased when Fosinopril is combined with Silodosin.]
[S01EX01, guanethidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Guanethidine is combined with Silodosin.]
[N05AD01, haloperidol, The serum concentration of Haloperidol can be increased when it is combined with Silodosin.]
[N05AH04, quetiapine, Quetiapine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C09CA01, losartan, The risk or severity of orthostatic hypotension and dizziness can be increased when Losartan is combined with Silodosin.]
[R03CC05, hexoprenaline, The therapeutic efficacy of Hexoprenaline can be decreased when used in combination with Silodosin.]
[C08CA10, nilvadipine, The metabolism of Silodosin can be decreased when combined with Nilvadipine.]
[M02AA26, nimesulide, The risk or severity of hypotension can be increased when Silodosin is combined with Nimesulide.]
[C09AA04, perindopril, The risk or severity of orthostatic hypotension and dizziness can be increased when Perindopril is combined with Silodosin.]
[C02DB02, hydralazine, The risk or severity of orthostatic hypotension and dizziness can be increased when Hydralazine is combined with Silodosin.]
[C03AA03, hydrochlorothiazide, The risk or severity of orthostatic hypotension and dizziness can be increased when Hydrochlorothiazide is combined with Silodosin.]
[C03AA02, hydroflumethiazide, The risk or severity of orthostatic hypotension and dizziness can be increased when Hydroflumethiazide is combined with Silodosin.]
[G04BD06, propiverine, Silodosin may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Propiverine.]
[C02AC06, rilmenidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Rilmenidine is combined with Silodosin.]
[N06AA02, imipramine, Imipramine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[M03BX02, tizanidine, The therapeutic efficacy of Tizanidine can be decreased when used in combination with Silodosin.]
[L01CE01, topotecan, The serum concentration of Topotecan can be increased when it is combined with Silodosin.]
[C03BA11, indapamide, The risk or severity of orthostatic hypotension and dizziness can be increased when Indapamide is combined with Silodosin.]
[S01BC01, indomethacin, The metabolism of Silodosin can be decreased when combined with Indomethacin.]
[C02CA02, indoramin, The risk or severity of orthostatic hypotension and dizziness can be increased when Indoramin is combined with Silodosin.]
[N06AX17, milnacipran, The metabolism of Silodosin can be decreased when combined with Milnacipran.]
[A10BH01, sitagliptin, The serum concentration of Silodosin can be increased when it is combined with Sitagliptin.]
[C07AA01, alprenolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Alprenolol is combined with Silodosin.]
[S01EC03, dorzolamide, The risk or severity of orthostatic hypotension and dizziness can be increased when Dorzolamide is combined with Silodosin.]
[R03CC06, isoetharine, The therapeutic efficacy of Isoetharine can be decreased when used in combination with Silodosin.]
[C09AA16, imidapril, The risk or severity of orthostatic hypotension and dizziness can be increased when Imidapril is combined with Silodosin.]
[J04AC01, isoniazid, The metabolism of Silodosin can be decreased when combined with Isoniazid.]
[R03CB01, isoproterenol, The therapeutic efficacy of Isoprenaline can be decreased when used in combination with Silodosin.]
[C04AA01, isoxsuprine, The therapeutic efficacy of Isoxsuprine can be decreased when used in combination with Silodosin.]
[C02KD01, ketanserin, The risk or severity of orthostatic hypotension and dizziness can be increased when Ketanserin is combined with Silodosin.]
[J02AB02, ketoconazole, The excretion of Silodosin can be decreased when combined with Ketoconazole.]
[H02CA04, levoketoconazole, The excretion of Silodosin can be decreased when combined with Levoketoconazole.]
[N05AH03, olanzapine, Olanzapine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C01CA22, arbutamine, The therapeutic efficacy of Arbutamine can be decreased when used in combination with Silodosin.]
[C07AG01, labetalol, The risk or severity of orthostatic hypotension and dizziness can be increased when Labetalol is combined with Silodosin.]
[C02AA05, deserpidine, The risk or severity of orthostatic hypotension and dizziness can be increased when Deserpidine is combined with Silodosin.]
[C08EX01, lidoflazine, The risk or severity of hypotension can be increased when Silodosin is combined with Lidoflazine.]
[A07DA03, loperamide, The risk or severity of hypotension can be increased when Silodosin is combined with Loperamide.]
[C10AA02, lovastatin, The metabolism of Silodosin can be decreased when combined with Lovastatin.]
[N05AH01, loxapine, The excretion of Silodosin can be decreased when combined with Loxapine.]
[L01EG01, temsirolimus, The excretion of Silodosin can be decreased when combined with Temsirolimus.]
[V04CC02, magnesium sulfate, The risk or severity of hypotension can be increased when Silodosin is combined with Magnesium sulfate.]
[L01EA03, nilotinib, The excretion of Silodosin can be decreased when combined with Nilotinib.]
[V04CX04, mannitol, The serum concentration of Silodosin can be increased when it is combined with Mannitol.]
[C02BB01, mecamylamine, The risk or severity of orthostatic hypotension and dizziness can be increased when Mecamylamine is combined with Silodosin.]
[P01BC02, mefloquine, The excretion of Silodosin can be decreased when combined with Mefloquine.]
[C01CA11, mephentermine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Mephentermine.]
[N05AX13, paliperidone, The excretion of Silodosin can be decreased when combined with Paliperidone.]
[C01CA09, metaraminol, The therapeutic efficacy of Metaraminol can be decreased when used in combination with Silodosin.]
[N06BA03, methamphetamine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Metamfetamine.]
[H03BB02, methimazole, The metabolism of Silodosin can be decreased when combined with Methimazole.]
[N02BG08, ziconotide, The risk or severity of hypotension can be increased when Silodosin is combined with Ziconotide.]
[N05AA02, methotrimeprazine, Methotrimeprazine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C01CA10, methoxamine, The therapeutic efficacy of Methoxamine can be decreased when used in combination with Silodosin.]
[C02AB01, methyldopa, The risk or severity of orthostatic hypotension and dizziness can be increased when Methyldopa is combined with Silodosin.]
[V04CG05, methylene blue, The excretion of Silodosin can be decreased when combined with Methylene blue.]
[C03BA08, metolazone, The risk or severity of orthostatic hypotension and dizziness can be increased when Metolazone is combined with Silodosin.]
[C07AB02, metoprolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Metoprolol is combined with Silodosin.]
[S02AA13, miconazole, The metabolism of Silodosin can be decreased when combined with Miconazole.]
[C01CA17, midodrine, The therapeutic efficacy of Midodrine can be decreased when used in combination with Silodosin.]
[G03XB01, mifepristone, The excretion of Silodosin can be decreased when combined with Mifepristone.]
[C09CA03, valsartan, The risk or severity of orthostatic hypotension and dizziness can be increased when Valsartan is combined with Silodosin.]
[D11AX01, minoxidil, The risk or severity of orthostatic hypotension and dizziness can be increased when Minoxidil is combined with Silodosin.]
[L01XX23, mitotane, The metabolism of Silodosin can be increased when combined with Mitotane.]
[N06BA12, lisdexamfetamine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Lisdexamfetamine.]
[C01BD01, amiodarone, The excretion of Silodosin can be decreased when combined with Amiodarone.]
[N06AA09, amitriptyline, Amitriptyline may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[N02AA01, morphine, The serum concentration of Silodosin can be increased when it is combined with Morphine.]
[B02BX05, eltrombopag, The metabolism of Silodosin can be decreased when combined with Eltrombopag.]
[L01EX03, pazopanib, The serum concentration of Pazopanib can be increased when it is combined with Silodosin.]
[N06AA17, amoxapine, Amoxapine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[N03AB05, fosphenytoin, The metabolism of Silodosin can be increased when combined with Fosphenytoin.]
[C07AA12, nadolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Nadolol is combined with Silodosin.]
[V03AB15, naloxone, The metabolism of Silodosin can be decreased when combined with Naloxone.]
[S01GA01, naphazoline, The therapeutic efficacy of Naphazoline can be decreased when used in combination with Silodosin.]
[N06BA01, amphetamine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Amphetamine.]
[N05AX14, iloperidone, Iloperidone may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[N06AX23, desvenlafaxine, The metabolism of Silodosin can be decreased when combined with Desvenlafaxine.]
[C09CA07, telmisartan, The risk or severity of orthostatic hypotension and dizziness can be increased when Telmisartan is combined with Silodosin.]
[C08CA04, nicardipine, The metabolism of Silodosin can be decreased when combined with Nicardipine.]
[C04AE02, nicergoline, Nicergoline may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C08CA05, nifedipine, The risk or severity of hypotension can be increased when Silodosin is combined with Nifedipine.]
[C08CA06, nimodipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Nimodipine is combined with Silodosin.]
[C08CA07, nisoldipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Nisoldipine is combined with Silodosin.]
[C08CA08, nitrendipine, The risk or severity of orthostatic hypotension and dizziness can be increased when Nitrendipine is combined with Silodosin.]
[C02DD01, nitroprusside, The risk or severity of orthostatic hypotension and dizziness can be increased when Nitroprusside is combined with Silodosin.]
[C01CA03, norepinephrine, The therapeutic efficacy of Norepinephrine can be decreased when used in combination with Silodosin.]
[C02KX01, bosentan, The risk or severity of orthostatic hypotension and dizziness can be increased when Bosentan is combined with Silodosin.]
[N06AA10, nortriptyline, Nortriptyline may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[A16AX07, sapropterin, The excretion of Silodosin can be decreased when combined with Sapropterin.]
[G02CA02, nylidrin, The therapeutic efficacy of Nylidrin can be decreased when used in combination with Silodosin.]
[R03CB03, metaproterenol, The therapeutic efficacy of Orciprenaline can be decreased when used in combination with Silodosin.]
[G04CA02, tamsulosin, Tamsulosin may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C07AA02, oxprenolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Oxprenolol is combined with Silodosin.]
[C01DX03, oxyfedrine, The therapeutic efficacy of Oxyfedrine can be decreased when used in combination with Silodosin.]
[S01GA04, oxymetazoline, The therapeutic efficacy of Oxymetazoline can be decreased when used in combination with Silodosin.]
[N05AH05, asenapine, Silodosin may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Asenapine.]
[C02KC01, pargyline, The risk or severity of orthostatic hypotension and dizziness can be increased when Pargyline is combined with Silodosin.]
[C07AA23, penbutolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Penbutolol is combined with Silodosin.]
[N05AG03, penfluridol, The risk or severity of hypotension can be increased when Silodosin is combined with Penfluridol.]
[N05CA01, pentobarbital, The metabolism of Silodosin can be increased when combined with Pentobarbital.]
[N04BC02, pergolide, The therapeutic efficacy of Pergolide can be decreased when used in combination with Silodosin.]
[C08EX02, perhexiline, The risk or severity of hypotension can be increased when Silodosin is combined with Perhexiline.]
[N03AA02, phenobarbital, The metabolism of Silodosin can be increased when combined with Phenobarbital.]
[C04AX02, phenoxybenzamine, The risk or severity of orthostatic hypotension and dizziness can be increased when Phenoxybenzamine is combined with Silodosin.]
[A08AA01, phentermine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Phentermine.]
[V03AB36, phentolamine, The risk or severity of orthostatic hypotension and dizziness can be increased when Phentolamine is combined with Silodosin.]
[S01GA05, phenylephrine, The therapeutic efficacy of Phenylephrine can be decreased when used in combination with Silodosin.]
[R01BA01, phenylpropanolamine, The therapeutic efficacy of Phenylpropanolamine can be decreased when used in combination with Silodosin.]
[N03AB02, phenytoin, The metabolism of Silodosin can be increased when combined with Phenytoin.]
[C08CX01, mibefradil, The excretion of Silodosin can be decreased when combined with Mibefradil.]
[C07AA03, pindolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Pindolol is combined with Silodosin.]
[J05AE01, saquinavir, The excretion of Silodosin can be decreased when combined with Saquinavir.]
[C09CA02, eprosartan, The risk or severity of orthostatic hypotension and dizziness can be increased when Eprosartan is combined with Silodosin.]
[N02CX01, pizotyline, Pizotifen may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[J05AG02, delavirdine, The metabolism of Silodosin can be decreased when combined with Delavirdine.]
[C09CA04, irbesartan, The risk or severity of orthostatic hypotension and dizziness can be increased when Irbesartan is combined with Silodosin.]
[C03AA05, polythiazide, The risk or severity of orthostatic hypotension and dizziness can be increased when Polythiazide is combined with Silodosin.]
[J05AE03, ritonavir, The excretion of Silodosin can be decreased when combined with Ritonavir.]
[C07AB01, practolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Practolol is combined with Silodosin.]
[C02CA01, prazosin, The risk or severity of orthostatic hypotension and dizziness can be increased when Prazosin is combined with Silodosin.]
[C01DX02, prenylamine, The risk or severity of hypotension can be increased when Silodosin is combined with Prenylamine.]
[P01BA03, primaquine, The metabolism of Silodosin can be decreased when combined with Primaquine.]
[N03AA03, primidone, The metabolism of Silodosin can be increased when combined with Primidone.]
[N05AA03, promazine, Promazine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C01BC03, propafenone, The excretion of Silodosin can be decreased when combined with Propafenone.]
[R06AX26, fexofenadine, The serum concentration of Silodosin can be increased when it is combined with Fexofenadine.]
[N05AC01, periciazine, Periciazine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[N05CM06, propiomazine, Propiomazine may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[L01XH02, romidepsin, The serum concentration of Romidepsin can be increased when it is combined with Silodosin.]
[C07AA05, propranolol, The risk or severity of orthostatic hypotension and dizziness can be increased when Propranolol is combined with Silodosin.]
[B01AC09, epoprostenol, The risk or severity of orthostatic hypotension and dizziness can be increased when Epoprostenol is combined with Silodosin.]
[R01BA02, pseudoephedrine, The therapeutic efficacy of Silodosin can be decreased when used in combination with Pseudoephedrine.]
[N05AX12, aripiprazole, Aripiprazole may increase the orthostatic hypotensive, hypotensive, and antihypertensive activities of Silodosin.]
[C01BA01, quinidine, The excretion of Silodosin can be decreased when combined with Quinidine.]
[P01BC01, quinine, The excretion of Silodosin can be decreased when combined with Quinine.]
[C02AA01, rescinnamine, The risk or severity of orthostatic hypotension and dizziness can be increased when Rescinnamine is combined with Silodosin.]
[C02AA02, reserpine, The excretion of Silodosin can be decreased when combined with Reserpine.]
[J04AB02, rifampin, The metabolism of Silodosin can be increased when combined with Rifampicin.]
[R03AC05, rimiterol, The therapeutic efficacy of Rimiterol can be decreased when used in combination with Silodosin.]
[G02CA01, ritodrine, The therapeutic efficacy of Ritodrine can be decreased when used in combination with Silodosin.]
[C07AA07, sotalol, Sotalol may increase the orthostatic hypotensive activities of Silodosin.]
[L01CD04, cabazitaxel, The serum concentration of Cabazitaxel can be increased when it is combined with Silodosin.]
