[S02DA03, antipyrine, The metabolism of Antipyrine can be increased when combined with Secukinumab.]
[J01XX12, lefamulin, The metabolism of Lefamulin can be increased when combined with Secukinumab.]
[N04CX01, istradefylline, The metabolism of Istradefylline can be increased when combined with Secukinumab.]
[S01LA06, brolucizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Brolucizumab.]
[G04BE04, yohimbine, The metabolism of Yohimbine can be increased when combined with Secukinumab.]
[J01DB01, cephalexin, The metabolism of Cephalexin can be increased when combined with Secukinumab.]
[H02AB13, deflazacort, The risk or severity of adverse effects can be increased when Secukinumab is combined with Deflazacort.]
[L01FD01, trastuzumab, Trastuzumab may increase the neutropenic activities of Secukinumab.]
[L01FD04, trastuzumab deruxtecan, The risk or severity of adverse effects can be increased when Secukinumab is combined with Trastuzumab deruxtecan.]
[L04AX09, diroximel fumarate, The risk or severity of adverse effects can be increased when Secukinumab is combined with Diroximel fumarate.]
[L01EL03, zanubrutinib, The metabolism of Zanubrutinib can be increased when combined with Secukinumab.]
[G03AC09, desogestrel, The metabolism of Desogestrel can be increased when combined with Secukinumab.]
[B06AX03, voxelotor, The metabolism of Voxelotor can be increased when combined with Secukinumab.]
[N03AX25, cenobamate, The metabolism of Cenobamate can be increased when combined with Secukinumab.]
[R06AB02, dexchlorpheniramine, The metabolism of Dexchlorpheniramine can be increased when combined with Secukinumab.]
[L01EX18, avapritinib, The metabolism of Avapritinib can be increased when combined with Secukinumab.]
[N05CM21, lemborexant, The metabolism of Lemborexant can be increased when combined with Secukinumab.]
[L01XX72, tazemetostat, The metabolism of Tazemetostat can be increased when combined with Secukinumab.]
[L04AA53, teprotumumab, The risk or severity of adverse effects can be increased when Teprotumumab is combined with Secukinumab.]
[L01FC02, isatuximab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Isatuximab.]
[N02CD05, eptinezumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Eptinezumab.]
[H02CA02, osilodrostat, The metabolism of Osilodrostat can be increased when combined with Secukinumab.]
[J05AE05, amprenavir, The metabolism of Amprenavir can be increased when combined with Secukinumab.]
[N02CC07, frovatriptan, The metabolism of Frovatriptan can be increased when combined with Secukinumab.]
[G04CB02, dutasteride, The metabolism of Dutasteride can be increased when combined with Secukinumab.]
[L04AA38, ozanimod, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ozanimod.]
[L01EE04, selumetinib, The metabolism of Selumetinib can be increased when combined with Secukinumab.]
[N02AA08, dihydrocodeine, The metabolism of Dihydrocodeine can be increased when combined with Secukinumab.]
[N02CC06, eletriptan, The metabolism of Eletriptan can be increased when combined with Secukinumab.]
[M01AH02, rofecoxib, The metabolism of Rofecoxib can be increased when combined with Secukinumab.]
[L01XF03, bexarotene, The metabolism of Bexarotene can be increased when combined with Secukinumab.]
[C08CA16, clevidipine, The metabolism of Clevidipine can be increased when combined with Secukinumab.]
[C01BD07, dronedarone, The metabolism of Dronedarone can be increased when combined with Secukinumab.]
[L01AA02, chlorambucil, The risk or severity of adverse effects can be increased when Chlorambucil is combined with Secukinumab.]
[S03AA08, chloramphenicol, The risk or severity of adverse effects can be increased when Chloramphenicol is combined with Secukinumab.]
[L01FX17, sacituzumab govitecan, The risk or severity of adverse effects can be increased when Secukinumab is combined with Sacituzumab govitecan.]
[L01EH03, tucatinib, The metabolism of Tucatinib can be increased when combined with Secukinumab.]
[D07XB03, fluprednidene, The risk or severity of adverse effects can be increased when Fluprednidene is combined with Secukinumab.]
[P01BE01, artemisinin, The metabolism of Artemisinin can be increased when combined with Secukinumab.]
[N05CM02, chlormethiazole, The metabolism of Clomethiazole can be increased when combined with Secukinumab.]
[L04AA47, inebilizumab, The risk or severity of infection can be increased when Secukinumab is combined with Inebilizumab.]
[R05CB11, stepronin, The risk or severity of adverse effects can be increased when Stepronin is combined with Secukinumab.]
[C08CA17, levamlodipine, The metabolism of Levamlodipine can be increased when combined with Secukinumab.]
[R06AX22, ebastine, The metabolism of Ebastine can be increased when combined with Secukinumab.]
[P01BB01, proguanil, The metabolism of Proguanil can be increased when combined with Secukinumab.]
[L01FX12, tafasitamab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tafasitamab.]
[L01FX15, belantamab mafodotin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Belantamab mafodotin.]
[L04AC19, satralizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Satralizumab.]
[N02AX07, oliceridine, The metabolism of Oliceridine can be increased when combined with Secukinumab.]
[P01BA01, chloroquine, The metabolism of Chloroquine can be increased when combined with Secukinumab.]
[G03CA06, chlorotrianisene, Chlorotrianisene may increase the thrombogenic activities of Secukinumab.]
[R06AB04, chlorpheniramine, The metabolism of Chlorpheniramine can be increased when combined with Secukinumab.]
[N05AA01, chlorpromazine, The metabolism of Chlorpromazine can be increased when combined with Secukinumab.]
[A10BB02, chlorpropamide, The metabolism of Chlorpropamide can be increased when combined with Secukinumab.]
[M03BB03, chlorzoxazone, The metabolism of Chlorzoxazone can be increased when combined with Secukinumab.]
[M01AB08, etodolac, The metabolism of Etodolac can be increased when combined with Secukinumab.]
[A16AX20, lonafarnib, The metabolism of Lonafarnib can be increased when combined with Secukinumab.]
[L01BB05, fludarabine, The risk or severity of adverse effects can be increased when Fludarabine is combined with Secukinumab.]
[J06BD04, ansuvimab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ansuvimab.]
[L02BX04, relugolix, The metabolism of Relugolix can be increased when combined with Secukinumab.]
[L01FD06, margetuximab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Margetuximab.]
[L04AD03, voclosporin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Voclosporin.]
[N03AX10, felbamate, The metabolism of Felbamate can be increased when combined with Secukinumab.]
[N06BA10, fenethylline, The metabolism of Fenethylline can be increased when combined with Secukinumab.]
[G04CB01, finasteride, The metabolism of Finasteride can be increased when combined with Secukinumab.]
[R03BA03, flunisolide, The risk or severity of adverse effects can be increased when Flunisolide is combined with Secukinumab.]
[S02BA08, fluocinolone acetonide, The risk or severity of adverse effects can be increased when Fluocinolone acetonide is combined with Secukinumab.]
[R03CC15, formoterol, The metabolism of Formoterol can be increased when combined with Secukinumab.]
[L04AA50, ponesimod, The metabolism of Ponesimod can be increased when combined with Secukinumab.]
[S01LA08, bevacizumab, The risk or severity of adverse effects can be increased when Bevacizumab is combined with Secukinumab.]
[L03AB10, peginterferon alfa-2b, The risk or severity of adverse effects can be increased when Peginterferon alfa-2b is combined with Secukinumab.]
[L01FF07, dostarlimab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Dostarlimab.]
[L01FX22, loncastuximab tesirine, The risk or severity of adverse effects can be increased when Secukinumab is combined with Loncastuximab tesirine.]
[N07CA02, cinnarizine, The metabolism of Cinnarizine can be increased when combined with Secukinumab.]
[L01FX18, amivantamab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Amivantamab.]
[L01EN03, infigratinib, The metabolism of Infigratinib can be increased when combined with Secukinumab.]
[J06BD05, sotrovimab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Sotrovimab.]
[L01XA01, cisplatin, The risk or severity of adverse effects can be increased when Cisplatin is combined with Secukinumab.]
[N06AB04, citalopram, The metabolism of Citalopram can be increased when combined with Secukinumab.]
[N06DX03, aducanumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Aducanumab.]
[L04AA54, pegcetacoplan, The risk or severity of adverse effects can be increased when Secukinumab is combined with Pegcetacoplan.]
[C03DA05, finerenone, The metabolism of Finerenone can be increased when combined with Secukinumab.]
[L04AA48, belumosudil, The risk or severity of adverse effects can be increased when Secukinumab is combined with Belumosudil.]
[P01CA03, fexinidazole, The metabolism of Fexinidazole can be increased when combined with Secukinumab.]
[L04AA51, anifrolumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Anifrolumab.]
[L01XX74, belzutifan, The metabolism of Belzutifan can be increased when combined with Secukinumab.]
[L01EB10, mobocertinib, The metabolism of Mobocertinib can be increased when combined with Secukinumab.]
[L01FX23, tisotumab vedotin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tisotumab vedotin.]
[M01AG01, mefenamic acid, The metabolism of Mefenamic acid can be increased when combined with Secukinumab.]
[A10BB12, glimepiride, The metabolism of Glimepiride can be increased when combined with Secukinumab.]
[A10BB08, gliquidone, The metabolism of Gliquidone can be increased when combined with Secukinumab.]
[J01FF01, clindamycin, The metabolism of Clindamycin can be increased when combined with Secukinumab.]
[N06AX25, St. John's wort extract, The metabolism of St. John's Wort can be increased when combined with Secukinumab.]
[L03AB15, ropeginterferon alfa-2b, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ropeginterferon alfa-2b.]
[R03DX11, tezepelumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tezepelumab.]
[D11AH07, tralokinumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tralokinumab.]
[L04AA55, sutimlimab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Sutimlimab.]
[D11AH08, abrocitinib, The metabolism of Abrocitinib can be increased when combined with Secukinumab.]
[N01BB10, levobupivacaine, The metabolism of Levobupivacaine can be increased when combined with Secukinumab.]
[N06AA04, clomipramine, The metabolism of Clomipramine can be increased when combined with Secukinumab.]
[S01EA04, clonidine, The metabolism of Clonidine can be increased when combined with Secukinumab.]
[C01EB24, mavacamten, The metabolism of Mavacamten can be increased when combined with Secukinumab.]
[A02BC08, vonoprazan, The metabolism of Vonoprazan can be increased when combined with Secukinumab.]
[L04AC22, spesolimab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Spesolimab.]
[L04AA56, deucravacitinib, The risk or severity of adverse effects can be increased when Secukinumab is combined with Deucravacitinib.]
[L01FX20, tremelimumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Tremelimumab.]
[N05BA21, clotiazepam, The metabolism of Clotiazepam can be increased when combined with Secukinumab.]
[A04AA01, ondansetron, The metabolism of Ondansetron can be increased when combined with Secukinumab.]
[N05AH02, clozapine, The metabolism of Clozapine can be increased when combined with Secukinumab.]
[L04AA57, ublituximab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Ublituximab.]
[L01FE02, panitumumab, The risk or severity of adverse effects can be increased when Panitumumab is combined with Secukinumab.]
[L04AC21, bimekizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Bimekizumab.]
[R05DA04, codeine, The metabolism of Codeine can be increased when combined with Secukinumab.]
[J06BB04, hepatitis B immune globulin, The risk or severity of adverse effects can be increased when Hepatitis B immune globulin is combined with Secukinumab.]
[L04AA13, leflunomide, The risk or severity of adverse effects can be increased when Secukinumab is combined with Leflunomide.]
[A10BX03, nateglinide, The metabolism of Nateglinide can be increased when combined with Secukinumab.]
[L01BB07, nelarabine, The risk or severity of adverse effects can be increased when Nelarabine is combined with Secukinumab.]
[J01FA15, telithromycin, The metabolism of Telithromycin can be increased when combined with Secukinumab.]
[R03BA08, ciclesonide, The metabolism of Ciclesonide can be increased when combined with Secukinumab.]
[M01AH03, valdecoxib, The metabolism of Valdecoxib can be increased when combined with Secukinumab.]
[N02CC05, almotriptan, The metabolism of Almotriptan can be increased when combined with Secukinumab.]
[M01AH04, parecoxib, The metabolism of Parecoxib can be increased when combined with Secukinumab.]
[S01AD03, acyclovir, The metabolism of Acyclovir can be increased when combined with Secukinumab.]
[L01EA01, imatinib, The metabolism of Imatinib can be increased when combined with Secukinumab.]
[A02BC05, esomeprazole, The metabolism of Esomeprazole can be increased when combined with Secukinumab.]
[N07BC04, lofexidine, The metabolism of Lofexidine can be increased when combined with Secukinumab.]
[S01AE04, lomefloxacin, The metabolism of Lomefloxacin can be increased when combined with Secukinumab.]
[C07AA14, mepindolol, The metabolism of Mepindolol can be increased when combined with Secukinumab.]
[H02AB15, meprednisone, The risk or severity of adverse effects can be increased when Secukinumab is combined with Meprednisone.]
[R06AD07, mequitazine, The metabolism of Mequitazine can be increased when combined with Secukinumab.]
[C03DA04, eplerenone, The metabolism of Eplerenone can be increased when combined with Secukinumab.]
[L04AA15, alefacept, The risk or severity of adverse effects can be increased when Alefacept is combined with Secukinumab.]
[L01AA01, cyclophosphamide, The metabolism of Cyclophosphamide can be increased when combined with Secukinumab.]
[N06AX07, minaprine, The metabolism of Minaprine can be increased when combined with Secukinumab.]
[S01XA18, cyclosporine, Secukinumab may increase the immunosuppressive activities of Cyclosporine.]
[N06AG02, moclobemide, The metabolism of Moclobemide can be increased when combined with Secukinumab.]
[N06BA07, modafinil, The metabolism of Modafinil can be increased when combined with Secukinumab.]
[C10AA07, rosuvastatin, The metabolism of Rosuvastatin can be increased when combined with Secukinumab.]
[C03XA02, conivaptan, The metabolism of Conivaptan can be increased when combined with Secukinumab.]
[R03DX05, omalizumab, The risk or severity of adverse effects can be increased when Omalizumab is combined with Secukinumab.]
[L01BC01, cytarabine, The risk or severity of adverse effects can be increased when Cytarabine is combined with Secukinumab.]
[J05AF10, entecavir, The metabolism of Entecavir can be increased when combined with Secukinumab.]
[G04BE09, vardenafil, The metabolism of Vardenafil can be increased when combined with Secukinumab.]
[M01AH05, etoricoxib, The metabolism of Etoricoxib can be increased when combined with Secukinumab.]
[L01AX04, dacarbazine, The metabolism of Dacarbazine can be increased when combined with Secukinumab.]
[L01DA01, dactinomycin, The risk or severity of adverse effects can be increased when Dactinomycin is combined with Secukinumab.]
[J04BA02, dapsone, The metabolism of Dapsone can be increased when combined with Secukinumab.]
[L01DB02, daunorubicin, The risk or severity of adverse effects can be increased when Daunorubicin is combined with Secukinumab.]
[C02CC04, debrisoquin, The metabolism of Debrisoquine can be increased when combined with Secukinumab.]
[A04AD11, nabilone, The metabolism of Nabilone can be increased when combined with Secukinumab.]
[M01AX01, nabumetone, The metabolism of Nabumetone can be increased when combined with Secukinumab.]
[C07AB12, nebivolol, The metabolism of Nebivolol can be increased when combined with Secukinumab.]
[N06AX06, nefazodone, The metabolism of Nefazodone can be increased when combined with Secukinumab.]
[L02BB02, nilutamide, The metabolism of Nilutamide can be increased when combined with Secukinumab.]
[L01FE01, cetuximab, The risk or severity of adverse effects can be increased when Cetuximab is combined with Secukinumab.]
[C01CA23, theodrenaline, The metabolism of Theodrenaline can be increased when combined with Secukinumab.]
[D11AH02, pimecrolimus, The risk or severity of adverse effects can be increased when Pimecrolimus is combined with Secukinumab.]
[N06AB10, escitalopram, The metabolism of Escitalopram can be increased when combined with Secukinumab.]
[G04BD08, solifenacin, The metabolism of Solifenacin can be increased when combined with Secukinumab.]
[N06AA01, desipramine, The metabolism of Desipramine can be increased when combined with Secukinumab.]
[D07XC02, desoximetasone, The risk or severity of adverse effects can be increased when Desoximetasone is combined with Secukinumab.]
[L01XA03, oxaliplatin, The risk or severity of adverse effects can be increased when Oxaliplatin is combined with Secukinumab.]
[S03BA01, dexamethasone, The metabolism of Dexamethasone can be increased when combined with Secukinumab.]
[G04BD04, oxybutynin, The metabolism of Oxybutynin can be increased when combined with Secukinumab.]
[A08AA04, dexfenfluramine, The metabolism of Dexfenfluramine can be increased when combined with Secukinumab.]
[L04AB04, adalimumab, The risk or severity of adverse effects can be increased when Adalimumab is combined with Secukinumab.]
[L01EB01, gefitinib, The metabolism of Gefitinib can be increased when combined with Secukinumab.]
[N06BA02, dextroamphetamine, The metabolism of Amphetamine can be increased when combined with Secukinumab.]
[R05DA09, dextromethorphan, The metabolism of Dextromethorphan can be increased when combined with Secukinumab.]
[N03AC01, paramethadione, The metabolism of Paramethadione can be increased when combined with Secukinumab.]
[N06AB05, paroxetine, The metabolism of Paroxetine can be increased when combined with Secukinumab.]
[B01AC04, clopidogrel, The metabolism of Clopidogrel can be increased when combined with Secukinumab.]
[C04AD01, pentifylline, The metabolism of Pentifylline can be increased when combined with Secukinumab.]
[N05BA01, diazepam, The metabolism of Diazepam can be increased when combined with Secukinumab.]
[S01BC03, diclofenac, The metabolism of Diclofenac can be increased when combined with Secukinumab.]
[G03CC02, dienestrol, Dienestrol may increase the thrombogenic activities of Secukinumab.]
[A10BG03, pioglitazone, The metabolism of Pioglitazone can be increased when combined with Secukinumab.]
[L01DC04, ixabepilone, The metabolism of Ixabepilone can be increased when combined with Secukinumab.]
[L01EB02, erlotinib, The metabolism of Erlotinib can be increased when combined with Secukinumab.]
[L01DB08, pirarubicin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Pirarubicin.]
[L02AA01, diethylstilbestrol, The metabolism of Diethylstilbestrol can be increased when combined with Secukinumab.]
[D07XC04, diflucortolone, The risk or severity of adverse effects can be increased when Secukinumab is combined with Difluocortolone.]
[C01AA04, digitoxin, The metabolism of Digitoxin can be increased when combined with Secukinumab.]
[C02DB01, dihydralazine, The metabolism of Dihydralazine can be increased when combined with Secukinumab.]
[L02AA02, polyestradiol phosphate, Polyestradiol phosphate may increase the thrombogenic activities of Secukinumab.]
[L01XX24, pegaspargase, The risk or severity of adverse effects can be increased when Pegaspargase is combined with Secukinumab.]
[C04AE04, dihydroergocristine, The metabolism of Dihydroergocristine can be increased when combined with Secukinumab.]
[N02CA01, dihydroergotamine, The metabolism of Dihydroergotamine can be increased when combined with Secukinumab.]
[N02AA03, hydromorphone, The metabolism of Hydromorphone can be increased when combined with Secukinumab.]
[L04AX04, lenalidomide, The risk or severity of adverse effects can be increased when Lenalidomide is combined with Secukinumab.]
[J05AE08, atazanavir, The metabolism of Atazanavir can be increased when combined with Secukinumab.]
[B01AC21, treprostinil, The metabolism of Treprostinil can be increased when combined with Secukinumab.]
[C08DB01, diltiazem, The metabolism of Diltiazem can be increased when combined with Secukinumab.]
[G03CA09, promestriene, Promestriene may increase the thrombogenic activities of Secukinumab.]
[N06BC02, propentofylline, The metabolism of Propentofylline can be increased when combined with Secukinumab.]
[R03DA03, proxyphylline, The metabolism of Proxyphylline can be increased when combined with Secukinumab.]
[R06AA02, diphenhydramine, The metabolism of Diphenhydramine can be increased when combined with Secukinumab.]
[N05CD10, quazepam, The metabolism of Quazepam can be increased when combined with Secukinumab.]
[A03FA02, cisapride, The metabolism of Cisapride can be increased when combined with Secukinumab.]
[S01XA23, sirolimus, The metabolism of Sirolimus can be increased when combined with Secukinumab.]
[N05AL04, remoxipride, The metabolism of Remoxipride can be increased when combined with Secukinumab.]
[C01BA03, disopyramide, The metabolism of Disopyramide can be increased when combined with Secukinumab.]
[J06BB01, Rho(D) immune globulin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Human Rho(D) immune globulin.]
[L04AA23, natalizumab, The risk or severity of adverse effects can be increased when Secukinumab is combined with Natalizumab.]
[P03AA04, disulfiram, The metabolism of Disulfiram can be increased when combined with Secukinumab.]
[N07XX02, riluzole, The metabolism of Riluzole can be increased when combined with Secukinumab.]
[N05AX08, risperidone, The metabolism of Risperidone can be increased when combined with Secukinumab.]
[L04AA21, efalizumab, The risk or severity of adverse effects can be increased when Efalizumab is combined with Secukinumab.]
[N01BB09, ropivacaine, The metabolism of Ropivacaine can be increased when combined with Secukinumab.]
[L01EX01, sunitinib, The metabolism of Sunitinib can be increased when combined with Secukinumab.]
[A04AD12, aprepitant, The metabolism of Aprepitant can be increased when combined with Secukinumab.]
[C03XA01, tolvaptan, The metabolism of Tolvaptan can be increased when combined with Secukinumab.]
[L01XG01, bortezomib, The metabolism of Bortezomib can be increased when combined with Secukinumab.]
[G04BE08, tadalafil, The metabolism of Tadalafil can be increased when combined with Secukinumab.]
[S01BC05, ketorolac, The metabolism of Ketorolac can be increased when combined with Secukinumab.]
[C02KX02, ambrisentan, The metabolism of Ambrisentan can be increased when combined with Secukinumab.]
[C01EB18, ranolazine, The metabolism of Ranolazine can be increased when combined with Secukinumab.]
[R03AC12, salmeterol, The metabolism of Salmeterol can be increased when combined with Secukinumab.]
[A03FA03, domperidone, The metabolism of Domperidone can be increased when combined with Secukinumab.]
[N06AA16, dothiepin, The metabolism of Dosulepin can be increased when combined with Secukinumab.]
[N06AA12, doxepin, The metabolism of Doxepin can be increased when combined with Secukinumab.]
[L01DB01, doxorubicin, The metabolism of Doxorubicin can be increased when combined with Secukinumab.]
[N06AB06, sertraline, The metabolism of Sertraline can be increased when combined with Secukinumab.]
[N01AB08, sevoflurane, The metabolism of Sevoflurane can be increased when combined with Secukinumab.]
[C10AA01, simvastatin, The metabolism of Simvastatin can be increased when combined with Secukinumab.]
[C07AB13, talinolol, The metabolism of Talinolol can be increased when combined with Secukinumab.]
[H01AA01, corticotropin, The risk or severity of adverse effects can be increased when Corticotropin is combined with Secukinumab.]
[J01MA05, temafloxacin, The metabolism of Temafloxacin can be increased when combined with Secukinumab.]
[L01AX03, temozolomide, The risk or severity of adverse effects can be increased when Temozolomide is combined with Secukinumab.]
[M01AC02, tenoxicam, The metabolism of Tenoxicam can be increased when combined with Secukinumab.]
[D01BA02, terbinafine, The metabolism of Terbinafine can be increased when combined with Secukinumab.]
[C07AA16, tertatolol, The metabolism of Tertatolol can be increased when combined with Secukinumab.]
[N06AX14, tianeptine, The metabolism of Tianeptine can be increased when combined with Secukinumab.]
[G03CX01, tibolone, Tibolone may increase the thrombogenic activities of Secukinumab.]
[N06BA09, atomoxetine, The metabolism of Atomoxetine can be increased when combined with Secukinumab.]
[C03CA04, torsemide, The metabolism of Torasemide can be increased when combined with Secukinumab.]
[H02CA01, trilostane, The risk or severity of adverse effects can be increased when Trilostane is combined with Secukinumab.]
[L01AA07, trofosfamide, The risk or severity of adverse effects can be increased when Secukinumab is combined with Trofosfamide.]
[N01AB04, enflurane, The metabolism of Enflurane can be increased when combined with Secukinumab.]
[J06BB03, varicella-zoster immune globulin, The risk or severity of adverse effects can be increased when Secukinumab is combined with Human varicella-zoster immune globulin.]
[L01CA04, vinorelbine, The metabolism of Vinorelbine can be increased when combined with Secukinumab.]
[S01GX10, epinastine, The metabolism of Epinastine can be increased when combined with Secukinumab.]
[N06AX16, venlafaxine, The metabolism of Venlafaxine can be increased when combined with Secukinumab.]
[L01DB03, epirubicin, The risk or severity of adverse effects can be increased when Epirubicin is combined with Secukinumab.]
[N05CF02, zolpidem, The metabolism of Zolpidem can be increased when combined with Secukinumab.]
[N03AX15, zonisamide, The metabolism of Zonisamide can be increased when combined with Secukinumab.]
[N05CF01, zopiclone, The metabolism of Zopiclone can be increased when combined with Secukinumab.]
[N05AX11, zotepine, The metabolism of Zotepine can be increased when combined with Secukinumab.]
[L01XA02, carboplatin, The risk or severity of adverse effects can be increased when Carboplatin is combined with Secukinumab.]
[N02CA02, ergotamine, The metabolism of Ergotamine can be increased when combined with Secukinumab.]
[S01AA17, erythromycin, The metabolism of Erythromycin can be increased when combined with Secukinumab.]
[A02BC02, pantoprazole, The metabolism of Pantoprazole can be increased when combined with Secukinumab.]
[H05BX01, cinacalcet, The metabolism of Cinacalcet can be increased when combined with Secukinumab.]
[G03CA03, estradiol, The metabolism of Estradiol can be increased when combined with Secukinumab.]
[L01XX11, estramustine, The risk or severity of adverse effects can be increased when Estramustine is combined with Secukinumab.]
[G03CC06, estriol, Estriol may increase the thrombogenic activities of Secukinumab.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be increased when combined with Secukinumab.]
[G03CC04, estrone, Estrone may increase the thrombogenic activities of Secukinumab.]
[R03BA09, fluticasone furoate, The metabolism of Fluticasone furoate can be increased when combined with Secukinumab.]
[R03BA05, fluticasone, The metabolism of Fluticasone can be increased when combined with Secukinumab.]
[C10AA04, fluvastatin, The metabolism of Fluvastatin can be increased when combined with Secukinumab.]
[L02AA03, ethinyl estradiol, The metabolism of Ethinylestradiol can be increased when combined with Secukinumab.]
[N03AD01, ethosuximide, The metabolism of Ethosuximide can be increased when combined with Secukinumab.]
[M01AC06, meloxicam, The metabolism of Meloxicam can be increased when combined with Secukinumab.]
[S01XA06, ethylmorphine, The metabolism of Ethylmorphine can be increased when combined with Secukinumab.]
[L01CB01, etoposide, The metabolism of Etoposide can be increased when combined with Secukinumab.]
[N05AE03, sertindole, The metabolism of Sertindole can be increased when combined with Secukinumab.]
[L04AD02, tacrolimus, Tacrolimus may increase the immunosuppressive activities of Secukinumab.]
[R06AX11, astemizole, The metabolism of Astemizole can be increased when combined with Secukinumab.]
[R06AX12, terfenadine, The metabolism of Terfenadine can be increased when combined with Secukinumab.]
[N06AX12, bupropion, The metabolism of Bupropion can be increased when combined with Secukinumab.]
[N06AB08, fluvoxamine, The metabolism of Fluvoxamine can be increased when combined with Secukinumab.]
[C01BB03, tocainide, The metabolism of Tocainide can be increased when combined with Secukinumab.]
[C01BC08, encainide, The metabolism of Encainide can be increased when combined with Secukinumab.]
[L04AA02, muromonab-CD3, The risk or severity of adverse effects can be increased when Muromonab is combined with Secukinumab.]
[V03AF02, dexrazoxane, The risk or severity of adverse effects can be increased when Dexrazoxane is combined with Secukinumab.]
[P02CA03, albendazole, The metabolism of Albendazole can be increased when combined with Secukinumab.]
[C08CA02, felodipine, The metabolism of Felodipine can be increased when combined with Secukinumab.]
[N03AX26, fenfluramine, The metabolism of Fenfluramine can be increased when combined with Secukinumab.]
[N02AB03, fentanyl, The metabolism of Fentanyl can be increased when combined with Secukinumab.]
[L01BB06, clofarabine, The risk or severity of adverse effects can be increased when Clofarabine is combined with Secukinumab.]
[L04AA40, cladribine, The risk or severity of adverse effects can be increased when Cladribine is combined with Secukinumab.]
[N07AX03, cevimeline, The metabolism of Cevimeline can be increased when combined with Secukinumab.]
[C01BC04, flecainide, The metabolism of Flecainide can be increased when combined with Secukinumab.]
[J02AX01, flucytosine, The risk or severity of adverse effects can be increased when Flucytosine is combined with Secukinumab.]
[H02AA02, fludrocortisone, The risk or severity of adverse effects can be increased when Fludrocortisone is combined with Secukinumab.]
[N07CA03, flunarizine, The metabolism of Flunarizine can be increased when combined with Secukinumab.]
[N05CD03, flunitrazepam, The metabolism of Flunitrazepam can be increased when combined with Secukinumab.]
[D07AC08, fluocinonide, The risk or severity of adverse effects can be increased when Fluocinonide is combined with Secukinumab.]
[H02AB03, fluocortolone, The risk or severity of adverse effects can be increased when Fluocortolone is combined with Secukinumab.]
[V03AZ01, ethanol, The metabolism of Ethanol can be increased when combined with Secukinumab.]
[L01BC09, floxuridine, The risk or severity of adverse effects can be increased when Floxuridine is combined with Secukinumab.]
[S01CB05, fluorometholone, The risk or severity of adverse effects can be increased when Fluorometholone is combined with Secukinumab.]
[L01BC02, fluorouracil, The metabolism of Fluorouracil can be increased when combined with Secukinumab.]
[N06AB03, fluoxetine, The metabolism of Fluoxetine can be increased when combined with Secukinumab.]
[N05CD01, flurazepam, The metabolism of Flurazepam can be increased when combined with Secukinumab.]
[S01BC04, flurbiprofen, The metabolism of Flurbiprofen can be increased when combined with Secukinumab.]
[L02BB01, flutamide, The metabolism of Flutamide can be increased when combined with Secukinumab.]
[L01BC03, tegafur, The metabolism of Tegafur can be increased when combined with Secukinumab.]
[N05CF04, eszopiclone, The metabolism of Eszopiclone can be increased when combined with Secukinumab.]
[N06DA04, galantamine, The metabolism of Galantamine can be increased when combined with Secukinumab.]
[L01EA02, dasatinib, The metabolism of Dasatinib can be increased when combined with Secukinumab.]
[N04BC06, cabergoline, The metabolism of Cabergoline can be increased when combined with Secukinumab.]
[C01CA21, cafedrine, The metabolism of Cafedrine can be increased when combined with Secukinumab.]
[J05AG04, etravirine, The metabolism of Etravirine can be increased when combined with Secukinumab.]
[N03AD03, methsuximide, The metabolism of Methsuximide can be increased when combined with Secukinumab.]
[N01AH02, alfentanil, The metabolism of Alfentanil can be increased when combined with Secukinumab.]
[L01EH01, lapatinib, The metabolism of Lapatinib can be increased when combined with Secukinumab.]
[A10BB01, glyburide, The metabolism of Glyburide can be increased when combined with Secukinumab.]
[A10BB09, gliclazide, The metabolism of Gliclazide can be increased when combined with Secukinumab.]
[A10BB07, glipizide, The metabolism of Glipizide can be increased when combined with Secukinumab.]
