[S02DA03, antipyrine, The metabolism of Antipyrine can be decreased when combined with Caffeine.]
[L02AA03, ethinyl estradiol, The metabolism of Ethinylestradiol can be decreased when combined with Caffeine.]
[N03AD01, ethosuximide, Ethosuximide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[N03AB01, ethotoin, Ethotoin may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[C01CA01, etilefrine, The risk or severity of adverse effects can be increased when Etilefrine is combined with Caffeine.]
[L01CB01, etoposide, The metabolism of Etoposide can be decreased when combined with Caffeine.]
[J01MA08, fleroxacin, The metabolism of Caffeine can be decreased when combined with Fleroxacin.]
[N06AB08, fluvoxamine, The metabolism of Caffeine can be decreased when combined with Fluvoxamine.]
[C01BB03, tocainide, The metabolism of Tocainide can be decreased when combined with Caffeine.]
[C10AA03, pravastatin, Caffeine may decrease the excretion rate of Pravastatin which could result in a higher serum level.]
[A02BA03, famotidine, The metabolism of Caffeine can be decreased when combined with Famotidine.]
[P02CA03, albendazole, The metabolism of Caffeine can be increased when combined with Albendazole.]
[N03AX26, fenfluramine, The metabolism of Fenfluramine can be decreased when combined with Caffeine.]
[R03CC04, fenoterol, The risk or severity of adverse effects can be increased when Fenoterol is combined with Caffeine.]
[R03CC02, albuterol, The risk or severity of hypokalemia can be increased when Caffeine is combined with Salbutamol.]
[L03AB02, interferon-beta, The metabolism of Caffeine can be decreased when combined with Human interferon beta.]
[L01BB06, clofarabine, Caffeine may decrease the excretion rate of Clofarabine which could result in a higher serum level.]
[L04AA40, cladribine, Caffeine may decrease the excretion rate of Cladribine which could result in a higher serum level.]
[C01BC04, flecainide, The metabolism of Flecainide can be decreased when combined with Caffeine.]
[N07CA03, flunarizine, The metabolism of Flunarizine can be decreased when combined with Caffeine.]
[N05CD03, flunitrazepam, The therapeutic efficacy of Flunitrazepam can be decreased when used in combination with Caffeine.]
[V03AZ01, ethanol, The metabolism of Ethanol can be decreased when combined with Caffeine.]
[L01BC02, fluorouracil, The metabolism of Fluorouracil can be decreased when combined with Caffeine.]
[N06AB03, fluoxetine, The metabolism of Fluoxetine can be decreased when combined with Caffeine.]
[N05CD01, flurazepam, The therapeutic efficacy of Flurazepam can be decreased when used in combination with Caffeine.]
[L02BB01, flutamide, The metabolism of Flutamide can be decreased when combined with Caffeine.]
[V04CX02, folic acid, Caffeine may decrease the excretion rate of Folic acid which could result in a higher serum level.]
[L01BC03, tegafur, The metabolism of Tegafur can be decreased when combined with Caffeine.]
[N03AA04, barbexaclone, The serum concentration of Caffeine can be decreased when it is combined with Barbexaclone.]
[C10AB04, gemfibrozil, The metabolism of Caffeine can be decreased when combined with Gemfibrozil.]
[L01EA02, dasatinib, The metabolism of Dasatinib can be decreased when combined with Caffeine.]
[C01CA21, cafedrine, The metabolism of Cafedrine can be decreased when combined with Caffeine.]
[N03AD03, methsuximide, Methsuximide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[A10BB01, glyburide, Caffeine may decrease the excretion rate of Glyburide which could result in a higher serum level.]
[N05CM18, dexmedetomidine, The metabolism of Caffeine can be decreased when combined with Dexmedetomidine.]
[H01AB01, thyrotropin alfa, Thyrotropin alfa may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[L01EX02, sorafenib, The metabolism of Sorafenib can be decreased when combined with Caffeine.]
[C07AB09, esmolol, The risk or severity of adverse effects can be increased when Esmolol is combined with Caffeine.]
[N05AD01, haloperidol, The metabolism of Haloperidol can be decreased when combined with Caffeine.]
[L01CE02, irinotecan, Caffeine may decrease the excretion rate of Irinotecan which could result in a higher serum level.]
[M04AA01, allopurinol, The serum concentration of Caffeine can be increased when it is combined with Allopurinol.]
[N05CA16, hexobarbital, The serum concentration of Caffeine can be decreased when it is combined with Hexobarbital.]
[R03CC05, hexoprenaline, The risk or severity of hypokalemia can be increased when Caffeine is combined with Hexoprenaline.]
[J05AG01, nevirapine, The metabolism of Caffeine can be decreased when combined with Nevirapine.]
[H01AC02, somatrem, The metabolism of Caffeine can be increased when combined with Somatrem.]
[N06AA02, imipramine, The metabolism of Imipramine can be decreased when combined with Caffeine.]
[M03BX02, tizanidine, The serum concentration of Tizanidine can be increased when it is combined with Caffeine.]
[L01CE01, topotecan, Caffeine may decrease the excretion rate of Topotecan which could result in a higher serum level.]
[L03AB04, interferon alfa-2a, The metabolism of Caffeine can be decreased when combined with Interferon alfa-2a.]
[L03AB05, interferon alfa-2b, The metabolism of Caffeine can be decreased when combined with Interferon alfa-2b.]
[N05BA12, alprazolam, The therapeutic efficacy of Alprazolam can be decreased when used in combination with Caffeine.]
[N05CH02, ramelteon, The metabolism of Ramelteon can be decreased when combined with Caffeine.]
[C10AA06, cerivastatin, Caffeine may decrease the excretion rate of Cerivastatin which could result in a higher serum level.]
[L01XX35, anagrelide, The metabolism of Anagrelide can be decreased when combined with Caffeine.]
[C07AA01, alprenolol, The risk or severity of adverse effects can be increased when Alprenolol is combined with Caffeine.]
[L03AB09, interferon alfacon-1, The metabolism of Caffeine can be decreased when combined with Interferon alfacon-1.]
[J05AB13, penciclovir, The metabolism of Penciclovir can be decreased when combined with Caffeine.]
[R03CC06, isoetharine, The risk or severity of hypokalemia can be increased when Caffeine is combined with Isoetharine.]
[J04AC01, isoniazid, The serum concentration of Caffeine can be increased when it is combined with Isoniazid.]
[R03CB01, isoproterenol, The serum concentration of Caffeine can be decreased when it is combined with Isoprenaline.]
[C04AA01, isoxsuprine, The risk or severity of adverse effects can be increased when Isoxsuprine is combined with Caffeine.]
[P02CF01, ivermectin, Caffeine may decrease the excretion rate of Ivermectin which could result in a higher serum level.]
[J01FA07, josamycin, The metabolism of Caffeine can be decreased when combined with Josamycin.]
[H01AC01, somatropin, The metabolism of Caffeine can be increased when combined with Somatotropin.]
[L04AC07, tocilizumab, The metabolism of Caffeine can be increased when combined with Tocilizumab.]
[J02AB02, ketoconazole, The metabolism of Caffeine can be decreased when combined with Ketoconazole.]
[N05AH03, olanzapine, The metabolism of Olanzapine can be decreased when combined with Caffeine.]
[M02AA10, ketoprofen, Ketoprofen may decrease the diuretic activities of Caffeine.]
[V03AC03, deferasirox, The serum concentration of Caffeine can be increased when it is combined with Deferasirox.]
[L04AA24, abatacept, The metabolism of Caffeine can be increased when combined with Abatacept.]
[C01CA22, arbutamine, The risk or severity of hypokalemia can be increased when Caffeine is combined with Arbutamine.]
[J01MB02, nalidixic acid, The metabolism of Caffeine can be decreased when combined with Nalidixic acid.]
[C07AG01, labetalol, The risk or severity of adverse effects can be increased when Labetalol is combined with Caffeine.]
[N03AX18, lacosamide, Lacosamide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[S02DA01, lidocaine, The metabolism of Lidocaine can be decreased when combined with Caffeine.]
[C01EB21, regadenoson, Caffeine may decrease effectiveness of Regadenoson as a diagnostic agent.]
[N06BA13, armodafinil, The metabolism of Caffeine can be increased when combined with Armodafinil.]
[N05BA06, lorazepam, The therapeutic efficacy of Lorazepam can be decreased when used in combination with Caffeine.]
[L01EG01, temsirolimus, The metabolism of Caffeine can be decreased when combined with Temsirolimus.]
[V04CC02, magnesium sulfate, Magnesium sulfate may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[L01BA05, pralatrexate, Caffeine may decrease the excretion rate of Pralatrexate which could result in a higher serum level.]
[L01EA03, nilotinib, Caffeine may decrease the excretion rate of Nilotinib which could result in a higher serum level.]
[N06AA21, maprotiline, The metabolism of Maprotiline can be decreased when combined with Caffeine.]
[N05BA03, medazepam, The therapeutic efficacy of Medazepam can be decreased when used in combination with Caffeine.]
[N05CH01, melatonin, The metabolism of Melatonin can be decreased when combined with Caffeine.]
[C01CA11, mephentermine, The risk or severity of adverse effects can be increased when Mephentermine is combined with Caffeine.]
[N03AB04, mephenytoin, The metabolism of Mephenytoin can be decreased when combined with Caffeine.]
[N03AA01, mephobarbital, The serum concentration of Caffeine can be decreased when it is combined with Methylphenobarbital.]
[C01CA09, metaraminol, The risk or severity of adverse effects can be increased when Metaraminol is combined with Caffeine.]
[N06BA03, methamphetamine, The risk or severity of adverse effects can be increased when Metamfetamine is combined with Caffeine.]
[J05AF05, lamivudine, Caffeine may decrease the excretion rate of Lamivudine which could result in a higher serum level.]
[N03AA30, metharbital, Metharbital may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[H03BB02, methimazole, Methimazole may decrease the excretion rate of Caffeine which could result in a higher serum level.]
[L01BA04, pemetrexed, The metabolism of Pemetrexed can be decreased when combined with Caffeine.]
[N05CA15, methohexital, The serum concentration of Caffeine can be decreased when it is combined with Methohexital.]
[L04AX03, methotrexate, Caffeine may decrease the excretion rate of Methotrexate which could result in a higher serum level.]
[C01CA10, methoxamine, The risk or severity of adverse effects can be increased when Methoxamine is combined with Caffeine.]
[D05BA02, methoxsalen, The metabolism of Caffeine can be decreased when combined with Methoxsalen.]
[V04CG05, methylene blue, The metabolism of Methylene blue can be decreased when combined with Caffeine.]
[R03DA05, aminophylline, The metabolism of Aminophylline can be decreased when combined with Caffeine.]
[N03AF03, rufinamide, Rufinamide may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[A03FA01, metoclopramide, The metabolism of Metoclopramide can be decreased when combined with Caffeine.]
[C07AB02, metoprolol, The risk or severity of adverse effects can be increased when Metoprolol is combined with Caffeine.]
[C01BB02, mexiletine, The metabolism of Caffeine can be decreased when combined with Mexiletine.]
[N06AX03, mianserin, The metabolism of Mianserin can be decreased when combined with Caffeine.]
[N05CD08, midazolam, The therapeutic efficacy of Midazolam can be decreased when used in combination with Caffeine.]
[C01CA17, midodrine, The risk or severity of adverse effects can be increased when Midodrine is combined with Caffeine.]
[J01FA11, miocamycin, The metabolism of Caffeine can be decreased when combined with Miocamycin.]
[L01DB07, mitoxantrone, Caffeine may decrease the excretion rate of Mitoxantrone which could result in a higher serum level.]
[N06BA12, lisdexamfetamine, The risk or severity of adverse effects can be increased when Lisdexamfetamine is combined with Caffeine.]
[C01BD01, amiodarone, The serum concentration of Caffeine can be increased when it is combined with Amiodarone.]
[N06AA09, amitriptyline, The metabolism of Amitriptyline can be decreased when combined with Caffeine.]
[L04AB05, certolizumab pegol, The metabolism of Caffeine can be increased when combined with Certolizumab pegol.]
[B02BX05, eltrombopag, The metabolism of Eltrombopag can be decreased when combined with Caffeine.]
[L01EX03, pazopanib, The metabolism of Pazopanib can be decreased when combined with Caffeine.]
[N05CA02, amobarbital, The serum concentration of Caffeine can be decreased when it is combined with Amobarbital.]
[G03XC01, raloxifene, Caffeine may decrease the excretion rate of Raloxifene which could result in a higher serum level.]
[N03AB05, fosphenytoin, The serum concentration of Caffeine can be decreased when it is combined with Fosphenytoin.]
[L03AB08, interferon beta-1b, The metabolism of Caffeine can be decreased when combined with Interferon beta-1b.]
[N04BC04, ropinirole, The risk or severity of adverse effects can be increased when Caffeine is combined with Ropinirole.]
[J01CF06, nafcillin, The metabolism of Caffeine can be increased when combined with Nafcillin.]
[L04AC03, anakinra, The metabolism of Caffeine can be increased when combined with Anakinra.]
[S01GA01, naphazoline, The risk or severity of adverse effects can be increased when Naphazoline is combined with Caffeine.]
[N06BA01, amphetamine, The risk or severity of adverse effects can be increased when Amphetamine is combined with Caffeine.]
[M04AA03, febuxostat, The serum concentration of the active metabolites of Caffeine can be increased when Caffeine is used in combination with Febuxostat.]
[P02DA01, niclosamide, The metabolism of Caffeine can be decreased when combined with Niclosamide.]
[C08CA05, nifedipine, The metabolism of Nifedipine can be decreased when combined with Caffeine.]
[N05CD02, nitrazepam, The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Caffeine.]
[J01XE01, nitrofurantoin, Caffeine may decrease the excretion rate of Nitrofurantoin which could result in a higher serum level.]
[N05CF03, zaleplon, Zaleplon may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[C01CA03, norepinephrine, The risk or severity of adverse effects can be increased when Norepinephrine is combined with Caffeine.]
[S01AE02, norfloxacin, The metabolism of Caffeine can be decreased when combined with Norfloxacin.]
[L03AB07, interferon beta-1a, The metabolism of Caffeine can be decreased when combined with Interferon beta-1a.]
[G02CA02, nylidrin, The risk or severity of adverse effects can be increased when Nylidrin is combined with Caffeine.]
[S02AA16, ofloxacin, The metabolism of Caffeine can be decreased when combined with Ofloxacin.]
[J01FA05, oleandomycin, The metabolism of Caffeine can be decreased when combined with Oleandomycin.]
[L04AC04, rilonacept, The metabolism of Caffeine can be increased when combined with Rilonacept.]
[A02BC01, omeprazole, The metabolism of Caffeine can be increased when combined with Omeprazole.]
[R03CB03, metaproterenol, The risk or severity of adverse effects can be increased when Orciprenaline is combined with Caffeine.]
[N05BA04, oxazepam, The therapeutic efficacy of Oxazepam can be decreased when used in combination with Caffeine.]
[J01MB05, oxolinic acid, The metabolism of Caffeine can be decreased when combined with Oxolinic acid.]
[C07AA02, oxprenolol, The risk or severity of adverse effects can be increased when Oxprenolol is combined with Caffeine.]
[S01GA04, oxymetazoline, The risk or severity of adverse effects can be increased when Oxymetazoline is combined with Caffeine.]
[N05AH05, asenapine, The metabolism of Asenapine can be decreased when combined with Caffeine.]
[M03AC01, pancuronium, The therapeutic efficacy of Pancuronium can be decreased when used in combination with Caffeine.]
[N05CC05, paraldehyde, Paraldehyde may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
[J01MA03, pefloxacin, The metabolism of Caffeine can be decreased when combined with Pefloxacin.]
[C07AA23, penbutolol, The risk or severity of adverse effects can be increased when Penbutolol is combined with Caffeine.]
[C04AD03, pentoxifylline, The serum concentration of Caffeine can be increased when it is combined with Pentoxifylline.]
[N05AB03, perphenazine, The metabolism of Perphenazine can be decreased when combined with Caffeine.]
[N02BE03, phenacetin, The metabolism of Phenacetin can be decreased when combined with Caffeine.]
[N03AA02, phenobarbital, The serum concentration of Caffeine can be decreased when it is combined with Phenobarbital.]
[A08AA01, phentermine, The risk or severity of adverse effects can be increased when Phentermine is combined with Caffeine.]
[N03AB02, phenytoin, The serum concentration of Caffeine can be decreased when it is combined with Phenytoin.]
[L04AB06, golimumab, The metabolism of Caffeine can be increased when combined with Golimumab.]
[S01AE05, levofloxacin, The metabolism of Caffeine can be decreased when combined with Levofloxacin.]
[C08CX01, mibefradil, The metabolism of Caffeine can be decreased when combined with Mibefradil.]
[N05AG02, pimozide, The metabolism of Pimozide can be decreased when combined with Caffeine.]
[C07AA03, pindolol, The risk or severity of adverse effects can be increased when Pindolol is combined with Caffeine.]
[J01MA11, grepafloxacin, The metabolism of Caffeine can be decreased when combined with Grepafloxacin.]
[A03AE01, alosetron, The metabolism of Alosetron can be decreased when combined with Caffeine.]
[L04AC08, canakinumab, The metabolism of Caffeine can be increased when combined with Canakinumab.]
[J05AE03, ritonavir, Caffeine may decrease the excretion rate of Ritonavir which could result in a higher serum level.]
[V03AB21, potassium iodide, Potassium Iodide may decrease the excretion rate of Caffeine which could result in a higher serum level.]
[C10AA08, pitavastatin, Caffeine may decrease the excretion rate of Pitavastatin which could result in a higher serum level.]
[C07AB01, practolol, The risk or severity of adverse effects can be increased when Practolol is combined with Caffeine.]
[N05BA11, prazepam, The therapeutic efficacy of Prazepam can be decreased when used in combination with Caffeine.]
[P02BA01, praziquantel, The metabolism of Praziquantel can be decreased when combined with Caffeine.]
[C02CA01, prazosin, Caffeine may decrease the excretion rate of Prazosin which could result in a higher serum level.]
[P01BA03, primaquine, The metabolism of Primaquine can be decreased when combined with Caffeine.]
[N03AA03, primidone, The metabolism of Caffeine can be increased when combined with Primidone.]
[M04AB01, probenecid, The serum concentration of Caffeine can be increased when it is combined with Probenecid.]
[N05AA03, promazine, The metabolism of Promazine can be decreased when combined with Caffeine.]
[C01BC03, propafenone, The serum concentration of Caffeine can be increased when it is combined with Propafenone.]
[C07AA05, propranolol, The risk or severity of adverse effects can be increased when Propranolol is combined with Caffeine.]
[H03BA02, propylthiouracil, Propylthiouracil may decrease the excretion rate of Caffeine which could result in a higher serum level.]
[C01BA01, quinidine, The serum concentration of Caffeine can be increased when it is combined with Quinidine.]
[P01BC01, quinine, The serum concentration of Caffeine can be increased when it is combined with Quinine.]
[A02BA02, ranitidine, The metabolism of Ranitidine can be decreased when combined with Caffeine.]
[J04AB02, rifampin, The metabolism of Caffeine can be increased when combined with Rifampicin.]
[G02CA01, ritodrine, The risk or severity of adverse effects can be increased when Ritodrine is combined with Caffeine.]
[A07EC01, sulfasalazine, Caffeine may decrease the excretion rate of Sulfasalazine which could result in a higher serum level.]
[N05CA06, secobarbital, The serum concentration of Caffeine can be decreased when it is combined with Secobarbital.]
[N04BD01, selegiline, The metabolism of Selegiline can be decreased when combined with Caffeine.]
[C07AA07, sotalol, The risk or severity of adverse effects can be increased when Sotalol is combined with Caffeine.]
[N03AG01, valproic acid, Valproic acid may increase the excretion rate of Caffeine which could result in a lower serum level and potentially a reduction in efficacy.]
