[L02BA01, tamoxifen, The serum concentration of Afatinib can be increased when it is combined with Tamoxifen.]
[A16AX07, sapropterin, The serum concentration of Afatinib can be increased when it is combined with Sapropterin.]
[A02BC01, omeprazole, Omeprazole may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[C08CX01, mibefradil, The serum concentration of Afatinib can be increased when it is combined with Mibefradil.]
[J05AE01, saquinavir, The serum concentration of Afatinib can be increased when it is combined with Saquinavir.]
[J05AE03, ritonavir, The serum concentration of Afatinib can be increased when it is combined with Ritonavir.]
[V03AB21, potassium iodide, The therapeutic efficacy of Potassium Iodide can be decreased when used in combination with Afatinib.]
[C10AA08, pitavastatin, Afatinib may decrease the excretion rate of Pitavastatin which could result in a higher serum level.]
[C02CA01, prazosin, Afatinib may decrease the excretion rate of Prazosin which could result in a higher serum level.]
[N01BB04, prilocaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Prilocaine.]
[S01HA05, procaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Procaine.]
[G03DA04, progesterone, Progesterone may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[C01BC03, propafenone, The serum concentration of Afatinib can be increased when it is combined with Propafenone.]
[R06AX26, fexofenadine, The serum concentration of Fexofenadine can be increased when it is combined with Afatinib.]
[L01XH02, romidepsin, The serum concentration of Romidepsin can be increased when it is combined with Afatinib.]
[H03BA02, propylthiouracil, The therapeutic efficacy of Propylthiouracil can be decreased when used in combination with Afatinib.]
[C01BA01, quinidine, The serum concentration of Afatinib can be increased when it is combined with Quinidine.]
[P01BC01, quinine, The serum concentration of Afatinib can be increased when it is combined with Quinine.]
[C02AA02, reserpine, The serum concentration of Afatinib can be increased when it is combined with Reserpine.]
[J04AB02, rifampin, The serum concentration of Afatinib can be decreased when it is combined with Rifampicin.]
[A07EC01, sulfasalazine, Sulfasalazine may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01CD04, cabazitaxel, The serum concentration of Cabazitaxel can be increased when it is combined with Afatinib.]
[L01FD03, ado-trastuzumab emtansine, The serum concentration of Trastuzumab emtansine can be increased when it is combined with Afatinib.]
