[S02DA03, antipyrine, The risk or severity of bleeding can be increased when Antipyrine is combined with Sulfinpyrazone.]
[C01EB24, mavacamten, The serum concentration of Sulfinpyrazone can be decreased when it is combined with Mavacamten.]
[A05BA08, glycyrrhizic acid, Sulfinpyrazone may decrease the excretion rate of Glycyrrhizic acid which could result in a higher serum level.]
[A04AA01, ondansetron, The metabolism of Ondansetron can be decreased when combined with Sulfinpyrazone.]
[N05AH02, clozapine, The metabolism of Sulfinpyrazone can be decreased when combined with Clozapine.]
[H01AC08, somatrogon, The metabolism of Sulfinpyrazone can be increased when combined with Somatrogon.]
[M01AX13, proquazone, The risk or severity of bleeding can be increased when Proquazone is combined with Sulfinpyrazone.]
[L04AA13, leflunomide, The metabolism of Leflunomide can be decreased when combined with Sulfinpyrazone.]
[A10BX03, nateglinide, The metabolism of Nateglinide can be decreased when combined with Sulfinpyrazone.]
[N02BA16, imidazole-2-hydroxybenzoate, The risk or severity of bleeding can be increased when Imidazole salicylate is combined with Sulfinpyrazone.]
[L01BB07, nelarabine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Nelarabine.]
[J01FA15, telithromycin, The metabolism of Sulfinpyrazone can be decreased when combined with Telithromycin.]
[B01AC10, indobufen, The risk or severity of bleeding can be increased when Indobufen is combined with Sulfinpyrazone.]
[M01AH03, valdecoxib, The risk or severity of bleeding can be increased when Valdecoxib is combined with Sulfinpyrazone.]
[M01AH04, parecoxib, The risk or severity of bleeding can be increased when Parecoxib is combined with Sulfinpyrazone.]
[J02AC02, itraconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Itraconazole.]
[B01AB12, bemiparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Bemiparin.]
[M01AA06, kebuzone, The risk or severity of bleeding can be increased when Kebuzone is combined with Sulfinpyrazone.]
[L01EA01, imatinib, The metabolism of Imatinib can be decreased when combined with Sulfinpyrazone.]
[J02AC04, posaconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Posaconazole.]
[M01AB09, lonazolac, The risk or severity of bleeding can be increased when Lonazolac is combined with Sulfinpyrazone.]
[R06AX13, loratadine, Loratadine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[M02AA31, loxoprofen, The risk or severity of bleeding can be increased when Loxoprofen is combined with Sulfinpyrazone.]
[C03AA07, cyclopenthiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Cyclopenthiazide.]
[L01AA01, cyclophosphamide, The metabolism of Cyclophosphamide can be increased when combined with Sulfinpyrazone.]
[N06AX07, minaprine, The risk or severity of bleeding and hemorrhage can be increased when Minaprine is combined with Sulfinpyrazone.]
[S01XA18, cyclosporine, The serum concentration of Cyclosporine can be decreased when it is combined with Sulfinpyrazone.]
[N06AG02, moclobemide, The risk or severity of bleeding and hemorrhage can be increased when Moclobemide is combined with Sulfinpyrazone.]
[C10AA07, rosuvastatin, The metabolism of Rosuvastatin can be decreased when combined with Sulfinpyrazone.]
[M02AA02, mofebutazone, The risk or severity of bleeding can be increased when Mofebutazone is combined with Sulfinpyrazone.]
[M01AX22, morniflumate, The risk or severity of bleeding can be increased when Morniflumate is combined with Sulfinpyrazone.]
[C03XA02, conivaptan, The metabolism of Sulfinpyrazone can be decreased when combined with Conivaptan.]
[L01BC01, cytarabine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Cytarabine.]
[M01AH05, etoricoxib, The risk or severity of bleeding can be increased when Etoricoxib is combined with Sulfinpyrazone.]
[L01AX04, dacarbazine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dacarbazine.]
[L01DA01, dactinomycin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dactinomycin.]
[G03XA01, danazol, The metabolism of Sulfinpyrazone can be decreased when combined with Danazol.]
[J04BA02, dapsone, The metabolism of Dapsone can be decreased when combined with Sulfinpyrazone.]
[L01DB02, daunorubicin, Daunorubicin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[A04AD11, nabilone, The metabolism of Nabilone can be decreased when combined with Sulfinpyrazone.]
[M01AX01, nabumetone, The risk or severity of gastrointestinal irritation can be increased when Sulfinpyrazone is combined with Nabumetone.]
[N06AX06, nefazodone, The metabolism of Sulfinpyrazone can be decreased when combined with Nefazodone.]
[G03DB04, nomegestrol, The metabolism of Nomegestrol can be increased when combined with Sulfinpyrazone.]
[B01AX05, fondaparinux, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Fondaparinux.]
[N06AB10, escitalopram, The risk or severity of bleeding can be increased when Escitalopram is combined with Sulfinpyrazone.]
[A07EC03, olsalazine, The risk or severity of bleeding can be increased when Olsalazine is combined with Sulfinpyrazone.]
[L01XA03, oxaliplatin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Oxaliplatin.]
[M01AE12, oxaprozin, The risk or severity of bleeding can be increased when Oxaprozin is combined with Sulfinpyrazone.]
[S03BA01, dexamethasone, The metabolism of Sulfinpyrazone can be increased when combined with Dexamethasone.]
[R05DA09, dextromethorphan, The metabolism of Dextromethorphan can be decreased when combined with Sulfinpyrazone.]
[N03AC01, paramethadione, The metabolism of Paramethadione can be decreased when combined with Sulfinpyrazone.]
[N06AB05, paroxetine, The risk or severity of hemorrhage can be increased when Paroxetine is combined with Sulfinpyrazone.]
[B01AC04, clopidogrel, The metabolism of Clopidogrel can be decreased when combined with Sulfinpyrazone.]
[N05BA01, diazepam, The metabolism of Diazepam can be decreased when combined with Sulfinpyrazone.]
[S01BC03, diclofenac, The risk or severity of bleeding can be increased when Diclofenac is combined with Sulfinpyrazone.]
[L01DC04, ixabepilone, The metabolism of Ixabepilone can be increased when combined with Sulfinpyrazone.]
[L01EB02, erlotinib, The serum concentration of Erlotinib can be decreased when it is combined with Sulfinpyrazone.]
[L02AA01, diethylstilbestrol, Diethylstilbestrol may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[C08CA03, isradipine, The metabolism of Sulfinpyrazone can be decreased when combined with Isradipine.]
[N02BA11, diflunisal, The risk or severity of bleeding can be increased when Diflunisal is combined with Sulfinpyrazone.]
[C01AA04, digitoxin, The metabolism of Digitoxin can be increased when combined with Sulfinpyrazone.]
[C01AA05, digoxin, Digoxin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[C10AX09, ezetimibe, Ezetimibe may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[C04AE04, dihydroergocristine, Sulfinpyrazone may decrease the excretion rate of Dihydroergocristine which could result in a higher serum level.]
[N02CA01, dihydroergotamine, The metabolism of Dihydroergotamine can be increased when combined with Sulfinpyrazone.]
[N02AA03, hydromorphone, The metabolism of Hydromorphone can be decreased when combined with Sulfinpyrazone.]
[L04AX04, lenalidomide, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Lenalidomide.]
[J05AE08, atazanavir, The metabolism of Sulfinpyrazone can be decreased when combined with Atazanavir.]
[B01AC21, treprostinil, Treprostinil may increase the antiplatelet activities of Sulfinpyrazone.]
[C08DB01, diltiazem, The metabolism of Sulfinpyrazone can be decreased when combined with Diltiazem.]
[N02BB04, propyphenazone, The risk or severity of bleeding can be increased when Propyphenazone is combined with Sulfinpyrazone.]
[M01AB14, proglumetacin, The risk or severity of bleeding can be increased when Proglumetacin is combined with Sulfinpyrazone.]
[R06AA02, diphenhydramine, The metabolism of Diphenhydramine can be decreased when combined with Sulfinpyrazone.]
[N05CD10, quazepam, The metabolism of Quazepam can be decreased when combined with Sulfinpyrazone.]
[B01AC07, dipyridamole, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dipyridamole.]
[B01AD10, drotrecogin alfa, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Drotrecogin alfa.]
[A03FA02, cisapride, The metabolism of Cisapride can be increased when combined with Sulfinpyrazone.]
[S01XA23, sirolimus, The metabolism of Sirolimus can be increased when combined with Sulfinpyrazone.]
[P03AA04, disulfiram, Disulfiram may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[S02AA12, rifamycin SV, The metabolism of Sulfinpyrazone can be increased when combined with Rifamycin.]
[J04AB05, rifapentine, The metabolism of Sulfinpyrazone can be increased when combined with Rifapentine.]
[L01EX01, sunitinib, The metabolism of Sunitinib can be increased when combined with Sulfinpyrazone.]
[A04AD12, aprepitant, The metabolism of Sulfinpyrazone can be decreased when combined with Aprepitant.]
[C03XA01, tolvaptan, The metabolism of Tolvaptan can be increased when combined with Sulfinpyrazone.]
[L01XG01, bortezomib, The metabolism of Bortezomib can be increased when combined with Sulfinpyrazone.]
[S01BC05, ketorolac, The risk or severity of bleeding can be increased when Ketorolac is combined with Sulfinpyrazone.]
[C01EB18, ranolazine, The metabolism of Ranolazine can be increased when combined with Sulfinpyrazone.]
[N02BA06, salsalate, The risk or severity of bleeding can be increased when Salsalate is combined with Sulfinpyrazone.]
[N06AA12, doxepin, The metabolism of Doxepin can be decreased when combined with Sulfinpyrazone.]
[L01DB01, doxorubicin, The metabolism of Doxorubicin can be increased when combined with Sulfinpyrazone.]
[N06AB06, sertraline, The risk or severity of bleeding can be increased when Sertraline is combined with Sulfinpyrazone.]
[A08AA10, sibutramine, The risk or severity of hemorrhage can be increased when Sibutramine is combined with Sulfinpyrazone.]
[C10AA01, simvastatin, Simvastatin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L01AX03, temozolomide, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Temozolomide.]
[M01AC02, tenoxicam, The risk or severity of bleeding can be increased when Tenoxicam is combined with Sulfinpyrazone.]
[D01BA02, terbinafine, The metabolism of Terbinafine can be decreased when combined with Sulfinpyrazone.]
[N06AX14, tianeptine, The metabolism of Tianeptine can be increased when combined with Sulfinpyrazone.]
[M01AG02, tolfenamic acid, The risk or severity of bleeding can be increased when Tolfenamic acid is combined with Sulfinpyrazone.]
[N06AG03, toloxatone, The risk or severity of bleeding and hemorrhage can be increased when Toloxatone is combined with Sulfinpyrazone.]
[C03CA04, torsemide, The metabolism of Torasemide can be decreased when combined with Sulfinpyrazone.]
[B01AC18, triflusal, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Triflusal.]
[C05CA04, troxerutin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Troxerutin.]
[L01CA04, vinorelbine, The metabolism of Vinorelbine can be increased when combined with Sulfinpyrazone.]
[N06AX16, venlafaxine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Venlafaxine.]
[C08CA12, mepirodipine, The metabolism of Sulfinpyrazone can be decreased when combined with Barnidipine.]
[L01DB03, epirubicin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Epirubicin.]
[N05CF02, zolpidem, The metabolism of Zolpidem can be increased when combined with Sulfinpyrazone.]
[M01AB04, zomepirac, The risk or severity of bleeding can be increased when Zomepirac is combined with Sulfinpyrazone.]
[N05CF01, zopiclone, The metabolism of Zopiclone can be decreased when combined with Sulfinpyrazone.]
[B01AD03, anistreplase, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Anistreplase.]
[L01XA02, carboplatin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Carboplatin.]
[B01AC11, iloprost, Iloprost may increase the antiplatelet activities of Sulfinpyrazone.]
[N02CA02, ergotamine, The metabolism of Sulfinpyrazone can be decreased when combined with Ergotamine.]
[N03AG01, valproic acid, The metabolism of Valproic acid can be decreased when combined with Sulfinpyrazone.]
[S01AA17, erythromycin, Erythromycin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[G03CA03, estradiol, The metabolism of Estradiol can be decreased when combined with Sulfinpyrazone.]
[C10AA04, fluvastatin, The metabolism of Fluvastatin can be decreased when combined with Sulfinpyrazone.]
[L02AA03, ethinyl estradiol, Ethinylestradiol may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[M01AC06, meloxicam, The risk or severity of bleeding can be increased when Meloxicam is combined with Sulfinpyrazone.]
[L01CB01, etoposide, The metabolism of Etoposide can be increased when combined with Sulfinpyrazone.]
[L04AD02, tacrolimus, The metabolism of Tacrolimus can be increased when combined with Sulfinpyrazone.]
[R06AX11, astemizole, The metabolism of Astemizole can be increased when combined with Sulfinpyrazone.]
[R06AX12, terfenadine, The metabolism of Sulfinpyrazone can be decreased when combined with Terfenadine.]
[N06AX12, bupropion, The metabolism of Bupropion can be decreased when combined with Sulfinpyrazone.]
[N06AB08, fluvoxamine, The metabolism of Sulfinpyrazone can be decreased when combined with Fluvoxamine.]
[C10AA03, pravastatin, Pravastatin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[A05AA01, chenodeoxycholic acid, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Chenodeoxycholic acid.]
[D11AX24, deoxycholic acid, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Deoxycholic acid.]
[B05AA05, dextran, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dextran.]
[V03AF02, dexrazoxane, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dexrazoxane.]
[P02CA03, albendazole, The metabolism of Albendazole can be increased when combined with Sulfinpyrazone.]
[C08CA02, felodipine, Felodipine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[M01AE04, fenoprofen, The risk or severity of bleeding can be increased when Fenoprofen is combined with Sulfinpyrazone.]
[B01AD05, plasmin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Fibrinolysin.]
[L01BB06, clofarabine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Clofarabine.]
[L04AA40, cladribine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Cladribine.]
[N02BG04, floctafenine, The risk or severity of bleeding can be increased when Floctafenine is combined with Sulfinpyrazone.]
[J01CF05, floxacillin, Flucloxacillin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[J02AC01, fluconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Fluconazole.]
[J02AX01, flucytosine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Flucytosine.]
[N07CA03, flunarizine, The metabolism of Flunarizine can be decreased when combined with Sulfinpyrazone.]
[N05CD03, flunitrazepam, The metabolism of Flunitrazepam can be decreased when combined with Sulfinpyrazone.]
[L01BC09, floxuridine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Floxuridine.]
[L01BC02, fluorouracil, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Fluorouracil.]
[N06AB03, fluoxetine, The metabolism of Fluoxetine can be decreased when combined with Sulfinpyrazone.]
[S01BC04, flurbiprofen, The risk or severity of bleeding can be increased when Flurbiprofen is combined with Sulfinpyrazone.]
[G01AX06, furazolidone, The risk or severity of bleeding and hemorrhage can be increased when Furazolidone is combined with Sulfinpyrazone.]
[J05AE10, darunavir, The metabolism of Sulfinpyrazone can be decreased when combined with Darunavir.]
[N05CF04, eszopiclone, The serum concentration of Eszopiclone can be decreased when it is combined with Sulfinpyrazone.]
[L01EA02, dasatinib, Dasatinib may increase the anticoagulant activities of Sulfinpyrazone.]
[N04BC06, cabergoline, The metabolism of Cabergoline can be increased when combined with Sulfinpyrazone.]
[J05AG04, etravirine, The metabolism of Etravirine can be decreased when combined with Sulfinpyrazone.]
[G03XA02, gestrinone, The metabolism of Gestrinone can be increased when combined with Sulfinpyrazone.]
[A10BB01, glyburide, Glyburide may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[A10BB09, gliclazide, The metabolism of Gliclazide can be decreased when combined with Sulfinpyrazone.]
[A10BB07, glipizide, The metabolism of Glipizide can be decreased when combined with Sulfinpyrazone.]
[M01AX05, glucosamine, Glucosamine may increase the antiplatelet activities of Sulfinpyrazone.]
[C01BD04, dofetilide, The metabolism of Dofetilide can be increased when combined with Sulfinpyrazone.]
[C02CA04, doxazosin, The metabolism of Doxazosin can be decreased when combined with Sulfinpyrazone.]
[L01EX02, sorafenib, The metabolism of Sorafenib can be increased when combined with Sulfinpyrazone.]
[B01AA12, fluindione, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Fluindione.]
[N05AD01, haloperidol, The serum concentration of Haloperidol can be increased when it is combined with Sulfinpyrazone.]
[N01AB01, halothane, The metabolism of Halothane can be decreased when combined with Sulfinpyrazone.]
[L01CE02, irinotecan, The metabolism of Irinotecan can be increased when combined with Sulfinpyrazone.]
[M04AA01, allopurinol, The excretion of Sulfinpyrazone can be increased when combined with Allopurinol.]
[C09CA01, losartan, The metabolism of Losartan can be decreased when combined with Sulfinpyrazone.]
[S01XA14, heparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Heparin.]
[G03DC01, allylestrenol, The metabolism of Allylestrenol can be increased when combined with Sulfinpyrazone.]
[A07EC02, mesalamine, The risk or severity of bleeding can be increased when Mesalazine is combined with Sulfinpyrazone.]
[L01XX03, altretamine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Altretamine.]
[N05CA16, hexobarbital, The metabolism of Hexobarbital can be decreased when combined with Sulfinpyrazone.]
[J05AG01, nevirapine, The metabolism of Nevirapine can be decreased when combined with Sulfinpyrazone.]
[C08CA10, nilvadipine, The metabolism of Sulfinpyrazone can be decreased when combined with Nilvadipine.]
[M02AA26, nimesulide, The risk or severity of bleeding can be increased when Nimesulide is combined with Sulfinpyrazone.]
[C03AA03, hydrochlorothiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Hydrochlorothiazide.]
[C03AA02, hydroflumethiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Hydroflumethiazide.]
[L01XX05, hydroxyurea, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Hydroxyurea.]
[R02AX02, ibuprofen, The risk or severity of bleeding can be increased when Ibuprofen is combined with Sulfinpyrazone.]
[B05CB02, sodium citrate, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Sodium citrate.]
[L01DB06, idarubicin, The metabolism of Idarubicin can be decreased when combined with Sulfinpyrazone.]
[L01AA06, ifosfamide, The metabolism of Ifosfamide can be increased when combined with Sulfinpyrazone.]
[L01CD01, paclitaxel, The metabolism of Paclitaxel can be increased when combined with Sulfinpyrazone.]
[L01CE01, topotecan, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Topotecan.]
[S01BC01, indomethacin, The risk or severity of bleeding can be increased when Indomethacin is combined with Sulfinpyrazone.]
[L03AB04, interferon alfa-2a, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Interferon alfa-2a.]
[L03AB05, interferon alfa-2b, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Interferon alfa-2b.]
[N06AX17, milnacipran, The metabolism of Milnacipran can be increased when combined with Sulfinpyrazone.]
[N05CH02, ramelteon, The metabolism of Ramelteon can be decreased when combined with Sulfinpyrazone.]
[C10AA06, cerivastatin, Cerivastatin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L01XX35, anagrelide, Anagrelide may increase the antiplatelet activities of Sulfinpyrazone.]
[L03AB09, interferon alfacon-1, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Interferon alfacon-1.]
[N06AF05, iproniazid, The risk or severity of bleeding and hemorrhage can be increased when Iproniazid is combined with Sulfinpyrazone.]
[N06AF01, isocarboxazid, The risk or severity of bleeding and hemorrhage can be increased when Isocarboxazid is combined with Sulfinpyrazone.]
[J04AC01, isoniazid, The metabolism of Sulfinpyrazone can be decreased when combined with Isoniazid.]
[B01AE06, bivalirudin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Bivalirudin.]
[N01AX03, ketamine, The metabolism of Ketamine can be decreased when combined with Sulfinpyrazone.]
[C02KD01, ketanserin, Sulfinpyrazone may increase the antiplatelet activities of Ketanserin.]
[B01AC22, prasugrel, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Prasugrel.]
[J02AB02, ketoconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Ketoconazole.]
[H02CA04, levoketoconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Levoketoconazole.]
[M02AA10, ketoprofen, The risk or severity of bleeding can be increased when Ketoprofen is combined with Sulfinpyrazone.]
[M01AE11, tiaprofenic acid, The risk or severity of bleeding can be increased when Tiaprofenic acid is combined with Sulfinpyrazone.]
[N03AX18, lacosamide, The metabolism of Lacosamide can be decreased when combined with Sulfinpyrazone.]
[A05AA02, ursodiol, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Ursodeoxycholic acid.]
[L01DC03, mitomycin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Mitomycin.]
[G03AD01, levonorgestrel, The metabolism of Levonorgestrel can be increased when combined with Sulfinpyrazone.]
[D06AX13, retapamulin, The metabolism of Retapamulin can be increased when combined with Sulfinpyrazone.]
[L01AD02, lomustine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Lomustine.]
[C10AA02, lovastatin, The metabolism of Sulfinpyrazone can be decreased when combined with Lovastatin.]
[G03DC03, lynestrenol, The metabolism of Lynestrenol can be decreased when combined with Sulfinpyrazone.]
[L01EG01, temsirolimus, The metabolism of Temsirolimus can be increased when combined with Sulfinpyrazone.]
[L01EA03, nilotinib, The metabolism of Sulfinpyrazone can be decreased when combined with Nilotinib.]
[L01AA05, mechlorethamine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Mechlorethamine.]
[M02AA18, meclofenamic acid, The risk or severity of bleeding can be increased when Meclofenamic acid is combined with Sulfinpyrazone.]
[B01AB06, nadroparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Nadroparin.]
[B01AB05, enoxaparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Enoxaparin.]
[B01AB04, dalteparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Dalteparin.]
[L01AA03, melphalan, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Melphalan.]
[N02AB02, meperidine, The metabolism of Meperidine can be increased when combined with Sulfinpyrazone.]
[N03AB04, mephenytoin, The metabolism of Mephenytoin can be decreased when combined with Sulfinpyrazone.]
[N07BC02, methadone, The metabolism of Methadone can be decreased when combined with Sulfinpyrazone.]
[H03BB02, methimazole, The metabolism of Sulfinpyrazone can be decreased when combined with Methimazole.]
[L01BA04, pemetrexed, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Pemetrexed.]
[L04AX03, methotrexate, The metabolism of Methotrexate can be increased when combined with Sulfinpyrazone.]
[N02BG09, methoxyflurane, The metabolism of Methoxyflurane can be decreased when combined with Sulfinpyrazone.]
[C03AA08, methyclothiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Methyclothiazide.]
[V04CG05, methylene blue, The risk or severity of bleeding and hemorrhage can be increased when Methylene blue is combined with Sulfinpyrazone.]
[R03DA05, aminophylline, The metabolism of Aminophylline can be increased when combined with Sulfinpyrazone.]
[N02CA04, methysergide, The metabolism of Methysergide can be increased when combined with Sulfinpyrazone.]
[S02AA13, miconazole, The metabolism of Sulfinpyrazone can be decreased when combined with Miconazole.]
[N02BB03, aminopyrine, The risk or severity of bleeding can be increased when Aminophenazone is combined with Sulfinpyrazone.]
[B01AB07, parnaparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Parnaparin.]
[G03XB01, mifepristone, Mifepristone may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[B01AB10, tinzaparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Tinzaparin.]
[C09CA03, valsartan, The metabolism of Valsartan can be decreased when combined with Sulfinpyrazone.]
[L01XX23, mitotane, The metabolism of Sulfinpyrazone can be increased when combined with Mitotane.]
[L01DB07, mitoxantrone, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Mitoxantrone.]
[L03AC01, aldesleukin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Aldesleukin.]
[C01BD01, amiodarone, The metabolism of Sulfinpyrazone can be decreased when combined with Amiodarone.]
[N06AA09, amitriptyline, The metabolism of Amitriptyline can be decreased when combined with Sulfinpyrazone.]
[L01EX03, pazopanib, The metabolism of Pazopanib can be increased when combined with Sulfinpyrazone.]
[N03AB05, fosphenytoin, The metabolism of Fosphenytoin can be increased when combined with Sulfinpyrazone.]
[L03AB08, interferon beta-1b, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Interferon beta-1b.]
[V03AB15, naloxone, The metabolism of Sulfinpyrazone can be decreased when combined with Naloxone.]
[M02AA12, naproxen, The risk or severity of bleeding can be increased when Naproxen is combined with Sulfinpyrazone.]
[A10BG01, troglitazone, Troglitazone may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[N06AX21, duloxetine, The metabolism of Duloxetine can be decreased when combined with Sulfinpyrazone.]
[L01CD02, docetaxel, The metabolism of Docetaxel can be increased when combined with Sulfinpyrazone.]
[A10BX02, repaglinide, Repaglinide may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[B01AC17, tirofiban, Tirofiban may increase the antiplatelet activities of Sulfinpyrazone.]
[N06AX23, desvenlafaxine, The metabolism of Sulfinpyrazone can be decreased when combined with Desvenlafaxine.]
[C09CA07, telmisartan, Telmisartan may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[L01XX01, amsacrine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Amsacrine.]
[N06AF02, nialamide, The risk or severity of bleeding and hemorrhage can be increased when Nialamide is combined with Sulfinpyrazone.]
[C08CA04, nicardipine, The metabolism of Sulfinpyrazone can be decreased when combined with Nicardipine.]
[P02DA01, niclosamide, The metabolism of Niclosamide can be decreased when combined with Sulfinpyrazone.]
[C08CA05, nifedipine, Nifedipine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[M02AA17, niflumic acid, The risk or severity of bleeding can be increased when Niflumic acid is combined with Sulfinpyrazone.]
[C08CA08, nitrendipine, Nitrendipine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[J01XE01, nitrofurantoin, The serum concentration of Nitrofurantoin can be increased when it is combined with Sulfinpyrazone.]
[G03DC02, norethindrone, The metabolism of Norethisterone can be increased when combined with Sulfinpyrazone.]
[G03AC07, norgestrienone, The metabolism of Norgestrienone can be increased when combined with Sulfinpyrazone.]
[C02KX01, bosentan, Bosentan may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[N06AA10, nortriptyline, The metabolism of Nortriptyline can be increased when combined with Sulfinpyrazone.]
[B01AC16, eptifibatide, Eptifibatide may increase the antiplatelet activities of Sulfinpyrazone.]
[B01AB08, reviparin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Reviparin.]
[S02AA16, ofloxacin, Sulfinpyrazone may decrease the excretion rate of Ofloxacin which could result in a higher serum level.]
[A02BC01, omeprazole, The metabolism of Omeprazole can be decreased when combined with Sulfinpyrazone.]
[B01AD07, reteplase, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Reteplase.]
[B01AD09, ancrod, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Ancrod.]
[S01BC02, oxyphenbutazone, The risk or severity of bleeding can be increased when Oxyphenbutazone is combined with Sulfinpyrazone.]
[J04AA01, aminosalicylic acid, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Aminosalicylic acid.]
[B01AB09, danaparoid, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Danaparoid.]
[G03DB06, chlormadinone, The metabolism of Chlormadinone can be increased when combined with Sulfinpyrazone.]
[C02KC01, pargyline, The risk or severity of bleeding and hemorrhage can be increased when Pargyline is combined with Sulfinpyrazone.]
[M01CC01, penicillamine, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Penicillamine.]
